fecha_venta,ciudad,temperatura_maxima,temperatura_minima,lluvia_mm,precio_unitario,total_venta,ventas_predichas
2013-06-11,Philadelphia,26.9,20.1,0.7,2.952,23.616,229.40369271148143
2013-08-27,Los Angeles,23.7,13.9,69.7,4.13,8.26,220.41806587856289
2013-12-27,Los Angeles,23.3,12.8,14.3,8.88,17.76,208.6906633558051
2013-12-27,Los Angeles,23.3,12.8,14.3,151.192,302.384,208.6906633558051
2013-12-27,Los Angeles,23.3,12.8,14.3,48.784,146.352,208.6906633558051
2013-12-27,Los Angeles,23.3,12.8,14.3,3.95,7.9,208.6906633558051
2013-12-27,Los Angeles,23.3,12.8,14.3,300.904,902.712,208.6906633558051
2013-12-27,Los Angeles,23.3,12.8,14.3,17.99,53.97,208.6906633558051
2013-09-06,Houston,22.6,9.7,0.0,20.93,62.79,189.7277663406961
2013-09-06,Houston,22.6,9.7,0.0,3.16,28.44,189.7277663406961
2012-09-04,Houston,17.7,7.9,0.0,44.792,134.376,221.07135144749964
2014-12-25,Los Angeles,24.6,13.9,6.7,479.992,2879.952,204.14438152785087
2014-12-25,Los Angeles,24.6,13.9,6.7,30.16,90.48,204.14438152785087
2013-11-14,New York City,10.2,-0.3,0.0,15.51,77.55,227.6295010986705
2013-11-14,New York City,10.2,-0.3,0.0,12.44,24.88,227.6295010986705
2013-11-14,New York City,10.2,-0.3,0.0,28.15,140.75,227.6295010986705
2013-11-14,New York City,10.2,-0.3,0.0,12.21,36.63,227.6295010986705
2014-08-04,San Francisco,31.0,20.7,0.0,10.35,51.75,196.19607914737745
2014-08-04,San Francisco,31.0,20.7,0.0,41.32,123.96,196.19607914737745
2012-08-21,San Francisco,31.1,20.8,0.0,97.733,586.398,196.0376429648684
2012-08-21,San Francisco,31.1,20.8,0.0,80.98,80.98,196.0376429648684
2014-03-13,San Francisco,26.9,20.4,2.0,80.98,242.94,231.85076710604915
2014-04-28,Los Angeles,22.2,14.7,57.0,30.98,123.92,238.6765251919156
2014-04-28,Los Angeles,22.2,14.7,57.0,4.13,12.39,238.6765251919156
2014-04-28,Los Angeles,22.2,14.7,57.0,23.65,47.3,238.6765251919156
2012-08-02,Seattle,8.9,5.6,0.9,3.184,6.368,284.5704285755972
2012-08-02,Seattle,8.9,5.6,0.9,279.2,558.4,284.5704285755972
2013-08-13,New York City,25.5,20.4,12.8,72.882,145.764,246.08975441984492
2013-04-27,New York City,18.2,5.7,0.0,144.882,434.646,199.7415663922344
2014-05-15,Seattle,8.6,0.0,0.0,48.91,440.19,244.61686811924687
2014-05-15,Seattle,8.6,0.0,0.0,12.88,64.4,244.61686811924687
2014-04-09,San Francisco,29.3,19.4,0.3,48.910000000000004,244.55,201.97020651241436
2014-04-09,San Francisco,29.3,19.4,0.3,48.94,195.76,201.97020651241436
2014-06-25,San Francisco,30.2,20.2,1.5,2.88,2.88,199.9360458295107
2012-05-03,Philadelphia,20.1,10.3,3.4,29.952,59.904,217.7007311346796
2012-05-03,Philadelphia,20.1,10.3,3.4,11.848,23.696,217.7007311346796
2012-05-03,Philadelphia,20.1,10.3,3.4,3.984,7.968,217.7007311346796
2012-05-03,Philadelphia,20.1,10.3,3.4,2.6,18.2,217.7007311346796
2012-05-03,Philadelphia,20.1,10.3,3.4,9.184,27.552,217.7007311346796
2012-05-03,Philadelphia,20.1,10.3,3.4,140.686,844.116,217.7007311346796
2012-05-03,Philadelphia,20.1,10.3,3.4,25.584,76.752,217.7007311346796
2013-01-10,Seattle,-16.4,-21.5,0.0,19.98,79.92,310.84873393149644
2013-01-10,Seattle,-16.4,-21.5,0.0,34.99,69.98,310.84873393149644
2014-03-28,Philadelphia,15.4,1.1,0.7,7.504,15.008,190.57495330356687
2013-08-30,Philadelphia,29.1,19.6,0.2,60.48,241.92,205.3169854848292
2013-08-30,Philadelphia,29.1,19.6,0.2,40.97,163.88,205.3169854848292
2013-08-30,Philadelphia,29.1,19.6,0.2,1.743,3.486,205.3169854848292
2013-08-30,Philadelphia,29.1,19.6,0.2,1.512,10.584,205.3169854848292
2013-06-25,Houston,17.7,12.1,11.5,4.356,8.712,254.4793982504047
2014-06-30,Los Angeles,24.6,14.3,55.2,179.184,895.92,213.34717521624947
2014-06-30,Los Angeles,24.6,14.3,55.2,43.57,130.71,213.34717521624947
2014-06-30,Los Angeles,24.6,14.3,55.2,5.84,11.68,213.34717521624947
2014-06-30,Los Angeles,24.6,14.3,55.2,20.77,62.31,213.34717521624947
2011-03-31,Philadelphia,4.3,2.3,3.9,0.852,0.852,302.1280114521344
2014-12-04,Seattle,-6.9,-13.0,0.0,260.98,521.96,288.19077654028524
2012-10-10,San Francisco,26.2,19.5,4.7,6.4799999999999995,45.36,231.78145454420684
2012-04-18,Los Angeles,21.0,14.3,34.9,135.31,947.17,243.85596298624205
2012-04-18,Los Angeles,21.0,14.3,34.9,30.98,61.96,243.85596298624205
2014-09-02,Seattle,9.1,-1.1,0.1,7.58,7.58,231.66695653587388
2011-11-25,New York City,14.7,3.7,0.0,279.48,1117.92,216.6966128593373
2011-11-25,New York City,14.7,3.7,0.0,91.984,275.952,216.6966128593373
2011-11-07,San Francisco,26.0,19.6,6.4,17.592000000000002,123.144,234.5962069587802
2012-03-29,San Diego,28.9,21.3,0.2,35.44,212.64,220.08624595028
2012-03-29,San Diego,28.9,21.3,0.2,3.2899999999999996,9.87,220.08624595028
2012-03-29,San Diego,28.9,21.3,0.2,17.75,53.25,220.08624595028
2012-03-29,San Diego,28.9,21.3,0.2,6.640000000000001,19.92,220.08624595028
2013-04-08,New York City,20.1,6.3,0.0,219.582,658.746,186.84280285584677
2014-11-13,Seattle,-4.1,-9.4,0.0,4.98,9.96,289.8397794723217
2014-11-13,Seattle,-4.1,-9.4,0.0,3.0700000000000003,9.21,289.8397794723217
2014-11-13,Seattle,-4.1,-9.4,0.0,9.31,27.93,289.8397794723217
2013-03-04,San Francisco,27.6,20.1,10.9,8.450000000000001,25.35,224.26561959910265
2013-03-04,San Francisco,27.6,20.1,10.9,11.76,35.28,224.26561959910265
2013-12-25,Seattle,-7.5,-11.3,0.0,6.68,33.4,306.63638975691566
2014-09-22,Philadelphia,21.0,13.7,0.0,0.954,1.908,234.85925755685236
2011-11-03,New York City,14.9,3.9,0.0,195.99,783.96,216.37974049431935
2011-11-03,New York City,14.9,3.9,0.0,24.448,48.896,216.37974049431935
2011-11-03,New York City,14.9,3.9,0.0,3.928,7.856,216.37974049431935
2013-12-31,Columbus,18.6,10.6,1.2,2.952,5.904,233.4895788650289
2013-12-31,Columbus,18.6,10.6,1.2,6.856,13.712,233.4895788650289
2014-11-25,San Francisco,27.5,19.9,14.3,6.94,27.76,224.0952518437208
2012-04-24,New York City,14.1,4.7,0.0,25.99,25.99,229.8176620389662
2013-09-20,San Francisco,30.8,19.8,0.0,3.984,11.952,191.1883874753937
2013-09-20,San Francisco,30.8,19.8,0.0,2.08,6.24,191.1883874753937
2014-11-24,Chicago,32.2,22.5,0.0,6.464,6.464,198.85875698898545
2014-11-24,Chicago,32.2,22.5,0.0,2.304,11.52,198.85875698898545
2014-11-24,Chicago,32.2,22.5,0.0,111.192,222.384,198.85875698898545
2011-11-07,Houston,3.4,-2.7,0.0,170.786,683.144,271.8718497418617
2011-11-07,Houston,3.4,-2.7,0.0,0.492,1.476,271.8718497418617
2011-11-07,Houston,3.4,-2.7,0.0,5.816000000000001,40.712,271.8718497418617
2012-06-29,New York City,36.8,21.2,0.2,6.24,24.96,146.7176271091963
2012-03-16,Los Angeles,22.5,13.1,16.3,43.13,43.13,218.5793531489605
2014-07-14,Philadelphia,31.3,22.3,22.1,39.594,39.594,208.41625910663643
2014-07-14,Philadelphia,31.3,22.3,22.1,10.112,91.008,208.41625910663643
2012-11-22,Los Angeles,19.6,15.1,32.4,18.97,37.94,262.4908783139853
2012-11-22,Los Angeles,19.6,15.1,32.4,4.279999999999999,42.8,262.4908783139853
2012-11-22,Los Angeles,19.6,15.1,32.4,11.21,33.63,262.4908783139853
2011-11-23,Philadelphia,16.4,5.4,22.1,20.936,62.808,216.8102101947536
2013-11-15,Philadelphia,13.2,0.4,0.0,126.68599999999999,380.058,205.38141950182484
2013-11-15,Philadelphia,13.2,0.4,0.0,299.994,1199.976,205.38141950182484
2013-11-15,Philadelphia,13.2,0.4,0.0,16.192,48.576,205.38141950182484
2013-05-09,Los Angeles,22.2,14.7,22.5,5.98,17.94,234.2945374492292
2011-12-26,Philadelphia,7.5,-0.5,0.0,6.088,18.264,250.9235781585612
2011-12-26,Philadelphia,7.5,-0.5,0.0,17.328,34.656,250.9235781585612
2011-12-26,Philadelphia,7.5,-0.5,0.0,40.776,81.552,250.9235781585612
2011-12-26,Philadelphia,7.5,-0.5,0.0,56.784,227.136,250.9235781585612
2013-11-22,Columbus,18.0,10.6,2.8,4.335,30.345,239.20733061174903
2013-11-22,Columbus,18.0,10.6,2.8,42.518,127.554,239.20733061174903
2013-11-22,Columbus,18.0,10.6,2.8,25.983999999999998,77.952,239.20733061174903
2014-11-13,Los Angeles,20.6,12.5,6.0,3.504,14.016,230.16987106941565
2013-05-16,New York City,25.0,12.0,0.0,4.592,13.776,185.1646459551949
2014-10-06,San Francisco,28.3,20.6,11.0,7.984,39.92,221.6479637247149
2014-10-06,San Francisco,28.3,20.6,11.0,30.98,61.96,221.6479637247149
2014-10-06,San Francisco,28.3,20.6,11.0,4.984,19.936,221.6479637247149
2011-04-04,Los Angeles,19.6,14.8,45.3,3.592,7.184,261.8474046714798
2012-01-13,Los Angeles,22.3,14.0,25.6,23.336,70.008,228.4446290505871
2012-01-13,Los Angeles,22.3,14.0,25.6,19.4,77.6,228.4446290505871
2012-01-13,Los Angeles,22.3,14.0,25.6,51.650000000000006,464.85,228.4446290505871
2013-11-11,New York City,11.4,4.0,0.0,20.368,20.368,249.30847907242716
2013-11-11,New York City,11.4,4.0,0.0,16.616,49.848,249.30847907242716
2014-06-27,New York City,25.3,19.2,0.4,79.99,239.97,237.2251314273857
2014-11-14,Seattle,-2.4,-9.8,0.0,400.78400000000005,2404.704,271.1726722586645
2014-11-14,Seattle,-2.4,-9.8,0.0,51.184,563.024,271.1726722586645
2014-11-14,Seattle,-2.4,-9.8,0.0,114.97000000000001,344.91,271.1726722586645
2014-11-14,Seattle,-2.4,-9.8,0.0,2.8800000000000003,8.64,271.1726722586645
2014-05-24,Houston,14.9,2.5,0.0,0.912,1.824,205.7306124203162
2014-05-24,Houston,14.9,2.5,0.0,3.664,18.32,205.7306124203162
2014-05-24,Houston,14.9,2.5,0.0,16.272000000000002,48.816,205.7306124203162
2014-05-24,Houston,14.9,2.5,0.0,1.188,1.188,205.7306124203162
2011-12-02,Columbus,17.8,11.3,10.2,23.96,119.8,247.3099756416123
2013-12-24,Seattle,-7.4,-15.2,0.0,2.94,8.82,276.05187336296905
2013-12-24,Seattle,-7.4,-15.2,0.0,18.97,37.94,276.05187336296905
2013-12-24,Seattle,-7.4,-15.2,0.0,2.1,4.2,276.05187336296905
2013-12-24,Seattle,-7.4,-15.2,0.0,113.64,227.28,276.05187336296905
2013-12-24,Seattle,-7.4,-15.2,0.0,47.9,47.9,276.05187336296905
2013-12-24,Seattle,-7.4,-15.2,0.0,30.98,61.96,276.05187336296905
2013-12-24,Seattle,-7.4,-15.2,0.0,279.48,1117.92,276.05187336296905
2014-03-08,New York City,10.6,-4.0,0.0,4.32,25.92,195.80902415191105
2014-03-08,New York City,10.6,-4.0,0.0,30.53,91.59,195.80902415191105
2011-12-01,Houston,-0.4,-9.5,0.0,224.686,674.058,255.07286451862413
2012-09-24,Seattle,6.4,-0.7,0.1,17.98,35.96,259.5249456274802
2012-09-24,Seattle,6.4,-0.7,0.1,4.984,14.952,259.5249456274802
2014-08-20,Chicago,31.6,22.9,0.0,1.148,2.296,207.41589413689871
2014-10-20,Chicago,30.1,23.0,0.9,91.275,91.275,222.07718168283048
2011-09-02,New York City,23.6,16.3,0.0,11.55,57.75,230.7399168116192
2011-09-02,New York City,23.6,16.3,0.0,4.9799999999999995,14.94,230.7399168116192
2014-03-26,Seattle,-10.4,-18.8,0.0,11.55,23.1,276.2410468065224
2011-01-14,San Francisco,27.2,19.3,0.0,265.16999999999996,1325.85,220.4723022095808
2011-01-14,San Francisco,27.2,19.3,0.0,111.33300000000001,333.999,220.4723022095808
2011-01-14,San Francisco,27.2,19.3,0.0,3.9799999999999995,19.9,220.4723022095808
2011-10-04,Seattle,1.3,-3.1,0.1,7.31,29.24,288.1427950781579
2014-11-28,Los Angeles,22.7,14.1,7.6,16.784,117.488,223.24267383024835
2014-11-28,Los Angeles,22.7,14.1,7.6,6.28,18.84,223.24267383024835
2013-10-29,New York City,12.2,6.1,0.0,4.14,12.42,257.92946568107266
2014-12-09,San Francisco,24.6,18.9,4.8,69.48,69.48,241.93565493095664
2012-03-16,New York City,12.7,6.1,0.0,42.95,85.9,253.3340247420981
2013-11-19,Los Angeles,17.3,15.4,23.1,61.192,61.192,284.73063117066283
2013-11-19,Los Angeles,17.3,15.4,23.1,67.84,67.84,284.73063117066283
2011-03-07,Seattle,-13.6,-20.3,0.0,48.712,48.712,294.2420887366703
2011-03-07,Seattle,-13.6,-20.3,0.0,5.98,17.94,294.2420887366703
2011-03-07,Seattle,-13.6,-20.3,0.0,80.98,242.94,294.2420887366703
2012-12-07,New York City,5.7,-0.8,3.1,4.272,21.36,265.5789533491661
2012-12-07,New York City,5.7,-0.8,3.1,3.344,6.688,265.5789533491661
2012-12-07,New York City,5.7,-0.8,3.1,128.99,773.94,265.5789533491661
2013-12-10,Chicago,30.1,21.5,0.2,6.856000000000001,20.568,210.5784917073129
2013-12-10,Chicago,30.1,21.5,0.2,2.178,4.356,210.5784917073129
2013-12-10,Chicago,30.1,21.5,0.2,4.76,19.04,210.5784917073129
2013-11-07,San Diego,24.6,22.4,8.5,28.28,84.84,269.0284274246005
2011-09-03,New York City,26.8,17.5,0.0,2.88,14.4,210.45691886561343
2014-09-01,San Francisco,33.2,19.2,0.0,2.2239999999999998,6.672,164.56635893660024
2014-09-01,San Francisco,33.2,19.2,0.0,172.352,689.408,164.56635893660024
2014-12-08,Chicago,29.2,21.9,2.7,377.998,1889.99,222.21042876228384
2011-11-04,New York City,10.6,4.6,0.0,13.016,52.064,261.22509660650206
2013-01-31,Los Angeles,22.9,14.7,39.0,109.592,109.592,229.95665340290617
2013-01-31,Los Angeles,22.9,14.7,39.0,11.34,56.7,229.95665340290617
2014-05-08,Los Angeles,17.9,15.3,76.5,79.99,79.99,285.23800497946115
2013-10-08,Los Angeles,23.1,13.5,74.1,5.28,10.56,223.4488491890529
2012-11-09,New York City,8.1,0.7,0.0,1160.95,2321.9,254.53687309522303
2012-11-09,New York City,8.1,0.7,0.0,5.98,17.94,254.53687309522303
2012-09-07,Philadelphia,30.6,20.5,2.0,9.522,9.522,198.6051561629235
2012-09-07,Philadelphia,30.6,20.5,2.0,131.994,791.964,198.6051561629235
2012-09-07,Philadelphia,30.6,20.5,2.0,1.641,4.923,198.6051561629235
2011-11-15,Los Angeles,20.3,14.3,15.3,3.3699999999999997,10.11,247.80010320641065
2011-11-15,Los Angeles,20.3,14.3,15.3,257.49,772.47,247.80010320641065
2011-11-15,Los Angeles,20.3,14.3,15.3,10.23,20.46,247.80010320641065
2014-03-24,New York City,1.4,-5.7,0.0,115.86,347.58,267.4340533391816
2013-12-19,San Diego,28.5,18.8,0.0,36.32,72.64,204.7208957418172
2013-12-19,San Diego,28.5,18.8,0.0,257.49,772.47,204.7208957418172
2013-12-19,San Diego,28.5,18.8,0.0,9.98,39.92,204.7208957418172
2011-09-02,Chicago,31.3,22.5,0.2,79.992,239.976,207.15595350663347
2014-01-30,San Francisco,25.6,20.0,5.1,2.78,8.34,241.15004935239364
2014-01-30,San Francisco,25.6,20.0,5.1,8.57,8.57,241.15004935239364
2014-01-30,San Francisco,25.6,20.0,5.1,14.952,119.616,241.15004935239364
2011-04-06,Seattle,-3.4,-10.7,0.0,217.85,653.55,273.5176860890401
2011-04-06,Seattle,-3.4,-10.7,0.0,16.95,33.9,273.5176860890401
2013-11-11,Los Angeles,21.4,13.2,35.4,22.569999999999997,67.71,231.87594524565165
2013-11-11,Los Angeles,21.4,13.2,35.4,32.48,129.92,231.87594524565165
2013-11-11,Los Angeles,21.4,13.2,35.4,51.94,467.46,231.87594524565165
2013-11-11,Los Angeles,21.4,13.2,35.4,12.28,61.4,231.87594524565165
2013-11-11,Los Angeles,21.4,13.2,35.4,180.19,720.76,231.87594524565165
2013-11-11,Los Angeles,21.4,13.2,35.4,1.728,5.184,231.87594524565165
2013-11-11,Los Angeles,21.4,13.2,35.4,2.94,14.7,231.87594524565165
2011-03-31,Chicago,29.8,20.5,0.2,1.1620000000000001,8.134,205.72923621783823
2011-03-31,Chicago,29.8,20.5,0.2,39.992,79.984,205.72923621783823
2012-11-07,Philadelphia,4.2,1.4,2.4,12.2,24.4,296.0107103861521
2013-04-04,Philadelphia,10.6,-2.5,0.0,11.094000000000001,99.846,207.21880423120012
2014-01-16,Los Angeles,22.5,14.2,6.2,4.279999999999999,21.4,225.66368241866724
2012-11-05,San Francisco,26.9,19.0,0.4,15.7,62.8,220.9984164120953
2014-04-26,Los Angeles,24.1,15.6,50.3,6.952,13.904,227.20872295034235
2011-04-20,Houston,4.4,-5.7,0.0,148.82,744.1,239.86140770533436
2011-04-20,Houston,4.4,-5.7,0.0,8.968,44.84,239.86140770533436
2011-04-20,Houston,4.4,-5.7,0.0,200.795,401.59,239.86140770533436
2014-11-26,San Francisco,25.4,19.8,11.1,119.83300000000001,359.499,242.22900654222664
2014-11-26,San Francisco,25.4,19.8,11.1,10.48,10.48,242.22900654222664
2012-03-05,Philadelphia,5.5,-1.3,0.1,66.59400000000001,466.158,263.2328272859187
2012-03-05,Philadelphia,5.5,-1.3,0.1,10.312,10.312,263.2328272859187
2012-03-05,Philadelphia,5.5,-1.3,0.1,0.852,2.556,263.2328272859187
2011-12-06,Chicago,24.9,20.1,6.0,3.504,14.016,248.45863139596625
2011-12-06,Chicago,24.9,20.1,6.0,42.989999999999995,214.95,248.45863139596625
2011-12-06,Chicago,24.9,20.1,6.0,8.76,35.04,248.45863139596625
2011-12-06,Chicago,24.9,20.1,6.0,3.592,10.776,248.45863139596625
2011-12-06,Chicago,24.9,20.1,6.0,2.3,4.6,248.45863139596625
2011-12-06,Chicago,24.9,20.1,6.0,17.584,35.168,248.45863139596625
2012-03-26,Philadelphia,11.8,1.8,0.0,6.672,40.032,228.8977822049568
2012-03-26,Philadelphia,11.8,1.8,0.0,5.592,16.776,228.8977822049568
2012-09-19,Columbus,20.7,9.8,5.4,16.59,66.36,208.63697025641883
2011-10-18,Philadelphia,21.4,9.6,0.0,8.752,52.512,199.9961725889491
2011-10-18,Philadelphia,21.4,9.6,0.0,31.152,186.912,199.9961725889491
2011-10-18,Philadelphia,21.4,9.6,0.0,2.512,10.048,199.9961725889491
2012-11-13,Chicago,29.9,20.8,4.6,1.944,17.496,207.65096625076555
2014-07-26,Philadelphia,27.4,17.8,0.8,3.304,3.304,207.32595706467717
2014-11-12,New York City,18.0,7.0,0.1,35.48,35.48,211.4809202502884
2011-09-14,New York City,28.0,19.1,0.5,51.587999999999994,464.292,211.66179976538416
2011-09-14,New York City,28.0,19.1,0.5,9.78,68.46,211.66179976538416
2011-09-14,New York City,28.0,19.1,0.5,699.99,2799.96,211.66179976538416
2011-09-14,New York City,28.0,19.1,0.5,300.65,601.3,211.66179976538416
2011-09-14,New York City,28.0,19.1,0.5,16.99,16.99,211.66179976538416
2011-09-14,New York City,28.0,19.1,0.5,95.99000000000001,287.97,211.66179976538416
2011-09-14,New York City,28.0,19.1,0.5,4.98,44.82,211.66179976538416
2014-11-27,New York City,3.8,-0.2,0.1,8.389999999999999,58.73,287.2244985365775
2014-11-27,New York City,3.8,-0.2,0.1,23.336,93.344,287.2244985365775
2013-10-24,Seattle,2.3,-0.2,0.0,3.41,17.05,300.99811993975425
2012-12-14,San Diego,26.9,22.5,2.5,4.048,8.096,247.8879662857886
2012-11-08,San Francisco,27.6,20.2,4.6,59.95,119.9,224.2260825383328
2013-04-02,New York City,6.4,-1.1,0.0,219.582,1317.492,256.4696361925895
2013-04-02,New York City,6.4,-1.1,0.0,7.98,63.84,256.4696361925895
2013-04-02,New York City,6.4,-1.1,0.0,3.592,3.592,256.4696361925895
2014-02-03,Los Angeles,22.4,13.4,44.8,43.13,86.26,225.40030027048465
2014-02-03,Los Angeles,22.4,13.4,44.8,34.76,139.04,225.40030027048465
2014-02-03,Los Angeles,22.4,13.4,44.8,11.7,46.8,225.40030027048465
2014-03-07,San Francisco,27.2,18.6,14.4,33.89,67.78,216.97674175213524
2011-06-30,New York City,26.6,17.5,0.0,2.688,2.688,212.29509524120323
2011-06-30,New York City,26.6,17.5,0.0,2.1999999999999997,6.6,212.29509524120323
2014-07-01,Chicago,31.6,23.2,0.0,500.792,1001.584,209.69785015275653
2014-07-01,Chicago,31.6,23.2,0.0,189.686,569.058,209.69785015275653
2014-07-01,Chicago,31.6,23.2,0.0,7.112,14.224,209.69785015275653
2011-07-30,Seattle,12.6,4.4,5.9,170.98,1367.84,242.07141225110013
2013-11-06,San Francisco,26.4,19.4,15.4,26.624,53.248,230.5416774342512
2013-12-27,New York City,4.2,-3.9,0.0,1.664,4.992,255.3913201760711
2012-04-13,Los Angeles,21.4,12.2,14.7,18.84,37.68,221.6402325471804
2012-04-13,Los Angeles,21.4,12.2,14.7,129.288,258.576,221.6402325471804
2012-04-13,Los Angeles,21.4,12.2,14.7,37.92,75.84,221.6402325471804
2014-09-25,Columbus,19.7,10.1,4.5,13.43,40.29,219.99549542650348
2014-09-25,Columbus,19.7,10.1,4.5,5.53,38.71,219.99549542650348
2012-11-27,Philadelphia,2.7,-0.2,7.8,93.594,748.752,298.31247746083415
2012-09-13,Columbus,21.1,10.1,0.8,49.99,199.96,206.6583084887388
2012-09-13,Columbus,21.1,10.1,0.8,216.6,1516.2,206.6583084887388
2014-05-06,San Francisco,28.0,19.6,0.2,11.58,23.16,215.42695555057315
2012-05-12,New York City,24.3,8.4,0.0,12.21,36.63,164.2147910794654
2014-04-16,Los Angeles,22.6,15.3,40.1,26.38,79.14,237.4175455492226
2014-06-11,New York City,19.9,15.9,0.5,1.6800000000000002,8.4,261.76707880762166
2014-05-19,Springfield,18.0,12.0,0.1,100.98,706.86,249.51352051458548
2014-05-19,Springfield,18.0,12.0,0.1,22.990000000000002,114.95,249.51352051458548
2014-05-19,Springfield,18.0,12.0,0.1,6.17,43.19,249.51352051458548
2014-09-13,Los Angeles,20.6,14.6,45.6,55.48,166.44,251.1733230241996
2013-06-22,New York City,26.7,14.9,0.0,7.312,36.56,191.59905491597385
2013-06-22,New York City,26.7,14.9,0.0,31.024,186.144,191.59905491597385
2013-06-22,New York City,26.7,14.9,0.0,176.784,353.568,191.59905491597385
2011-11-26,San Francisco,26.8,20.3,2.1,40.99,81.98,232.02190470230505
2014-08-23,San Francisco,27.6,19.5,2.4,210.008,210.008,218.622087398899
2013-09-24,Seattle,5.5,0.3,0.0,6.84,13.68,275.3905579567469
2013-08-03,Los Angeles,23.4,14.7,67.6,68.232,136.464,228.9938167955499
2013-08-03,Los Angeles,23.4,14.7,67.6,111.19200000000001,333.576,228.9938167955499
2013-08-03,Los Angeles,23.4,14.7,67.6,6.272,12.544,228.9938167955499
2014-11-04,Seattle,-3.0,-4.8,0.0,14.5,43.5,314.71980164973104
2012-04-16,Philadelphia,30.3,14.4,0.0,3.144,12.576,154.7086201289274
2013-12-13,Columbus,16.9,10.9,4.9,49.989999999999995,249.95,251.8659863820361
2013-12-13,Columbus,16.9,10.9,4.9,12.28,49.12,251.8659863820361
2014-10-10,Los Angeles,21.5,13.8,8.5,7.040000000000001,35.2,232.1040887916517
2014-10-21,Philadelphia,19.5,10.7,0.2,15.176,45.528,225.8514230426915
2011-09-07,Houston,22.1,12.8,0.0,65.592,196.776,217.90341944353483
2011-09-07,Houston,22.1,12.8,0.0,1.46,2.92,217.90341944353483
2011-09-07,Houston,22.1,12.8,0.0,200.795,200.795,217.90341944353483
2011-09-07,Houston,22.1,12.8,0.0,11.672,46.688,217.90341944353483
2011-09-07,Houston,22.1,12.8,0.0,7.288,21.864,217.90341944353483
2014-10-01,Seattle,-1.5,-4.7,0.0,5.88,11.76,301.6941308380934
2014-10-01,Seattle,-1.5,-4.7,0.0,55.98,167.94,301.6941308380934
2014-10-01,Seattle,-1.5,-4.7,0.0,3.89,3.89,301.6941308380934
2014-09-12,San Francisco,27.4,20.2,8.7,8.09,32.36,226.5850168775462
2014-09-12,San Francisco,27.4,20.2,8.7,81.32000000000001,406.6,226.5850168775462
2014-01-17,Los Angeles,22.9,14.7,15.9,6.98,27.92,227.0226268273683
2014-01-17,Los Angeles,22.9,14.7,15.9,57.096000000000004,399.672,227.0226268273683
2011-03-30,Seattle,-1.1,-6.0,0.0,5.28,15.84,288.1293020181965
2011-03-30,Seattle,-1.1,-6.0,0.0,14.799999999999999,44.4,288.1293020181965
2014-05-01,San Francisco,27.8,20.9,0.9,40.99,163.96,227.2425178911086
2011-09-08,Houston,24.8,11.1,0.0,8.952,17.904,180.1569542832113
2011-09-08,Houston,24.8,11.1,0.0,193.34,966.7,180.1569542832113
2011-09-08,Houston,24.8,11.1,0.0,30.352,182.112,180.1569542832113
2014-03-05,Houston,-12.9,-23.3,0.0,44.784,89.568,264.98891126352765
2013-09-24,San Diego,28.7,23.5,0.1,2.04,4.08,238.6460650284136
2013-09-24,San Diego,28.7,23.5,0.1,6.3,18.9,238.6460650284136
2013-05-31,Springfield,17.0,10.6,4.7,227.55,2275.5,248.63953935088955
2013-05-31,Springfield,17.0,10.6,4.7,329.95,1979.7,248.63953935088955
2013-05-31,Springfield,17.0,10.6,4.7,10.35,62.1,248.63953935088955
2014-11-20,Houston,1.3,-1.4,2.4,63.686,191.058,301.36601168419804
2014-11-20,Houston,1.3,-1.4,2.4,2.6079999999999997,13.04,301.36601168419804
2014-11-20,Houston,1.3,-1.4,2.4,254.198,1525.188,301.36601168419804
2014-05-01,San Francisco,27.8,20.9,0.9,32.48,64.96,227.2425178911086
2014-05-01,San Francisco,27.8,20.9,0.9,7.64,30.56,227.2425178911086
2011-01-07,Los Angeles,21.7,12.7,58.5,6.48,19.44,228.24944723137503
2012-03-05,Houston,-3.5,-10.7,0.0,15.96,31.92,274.436774276835
2013-12-26,New York City,2.2,-3.2,0.0,16.784,33.568,279.0976479689709
2013-09-05,New York City,24.5,16.7,0.0,63.94,63.94,225.5107311426088
2013-09-05,New York City,24.5,16.7,0.0,12.120000000000001,60.6,225.5107311426088
2013-09-05,New York City,24.5,16.7,0.0,5.68,22.72,225.5107311426088
2012-05-21,Seattle,6.8,-0.8,0.9,6.744,26.976,255.18955218098995
2014-03-22,Los Angeles,22.1,15.3,76.0,181.46,725.84,246.5727940233404
2014-03-22,Los Angeles,22.1,15.3,76.0,3.632,10.896,246.5727940233404
2014-03-22,Los Angeles,22.1,15.3,76.0,4.272,8.544,246.5727940233404
2011-05-13,Los Angeles,20.8,15.1,15.2,46.576,279.456,249.2771768959767
2011-05-13,Los Angeles,20.8,15.1,15.2,4.0,8.0,249.2771768959767
2013-09-30,San Francisco,28.9,20.0,0.8,5.4479999999999995,27.24,210.27397836404427
2011-08-05,San Francisco,29.7,20.6,1.1,16.36,16.36,207.52328913464137
2011-08-05,San Francisco,29.7,20.6,1.1,7.89,15.78,207.52328913464137
2011-08-05,San Francisco,29.7,20.6,1.1,22.99,45.98,207.52328913464137
2011-01-19,Springfield,18.2,11.1,2.6,16.216,64.864,241.1470114350951
2013-11-21,Houston,3.2,-7.1,0.0,151.192,151.192,240.24133788487003
